CHR_ID	CHR_POS	LINK	STUDY	Analyzed Phenotype	NHGRI Phenotype	Unnamed: 0	allelotype	phenotype	add_log_OR	add_p	add_se	gen_1_log_OR	gen_1_p	gen_1_se	gen_2_log_OR	gen_2_p	gen_2_se	aic_add	aic_gen	aic_diff	description	gene
6	32315077	www.ncbi.nlm.nih.gov/pubmed/20453842	Genome-wide association study meta-analysis identifies seven new rheumatoid arthritis risk loci.	rheumatoid arthritis	Rheumatoid arthritis	38006	DRB1_101	HC430	0.180944	1.10E-05	0.031126	0.215922	6.39E-07	0.034362	0.072499	1	0.145198	55008	55004	-4	rheumatoid arthritis	HLA-DRB1
6	32315077	www.ncbi.nlm.nih.gov/pubmed/20453842	Genome-wide association study meta-analysis identifies seven new rheumatoid arthritis risk loci.	rheumatoid arthritis	Rheumatoid arthritis	40166	DRB1_1501	HC430	-0.248074	2.77E-13	0.02982	-0.2499021	2.55E-10	0.0335198	-0.4841439	0.05577253	0.1165217	55414	55416	2	rheumatoid arthritis	HLA-DRB1
6	32484011	www.ncbi.nlm.nih.gov/pubmed/28118524	A Multinational Arab Genome-Wide Association Study Identifies New Genetic Associations for Rheumatoid Arthritis.	rheumatoid arthritis	Rheumatoid arthritis	9116	DRB1_401	HC430	0.495176	8.01E-73	0.026637	0.473818	6.92E-13	0.031512	1.07611	1.54E-12	0.084285	53144	53145	1	rheumatoid arthritis	HLA-DRB1
6	32484011	www.ncbi.nlm.nih.gov/pubmed/28118524	A Multinational Arab Genome-Wide Association Study Identifies New Genetic Associations for Rheumatoid Arthritis.	rheumatoid arthritis	Rheumatoid arthritis	9926	DRB1_404	HC430	0.381699	1.49E-15	0.042641	0.391041	6.92E-13	0.0447	0.58414	1	0.282557	54785	54787	2	rheumatoid arthritis	HLA-DRB1
6	32484011	www.ncbi.nlm.nih.gov/pubmed/28118524	A Multinational Arab Genome-Wide Association Study Identifies New Genetic Associations for Rheumatoid Arthritis.	rheumatoid arthritis	Rheumatoid arthritis	10196	DRB1_405	HC430	0.491207	0.013458738	0.113354	0.473082	0.03366197	0.115158	2.269118	1	1.07478	55546	55547	1	rheumatoid arthritis	HLA-DRB1
6	32484011	www.ncbi.nlm.nih.gov/pubmed/28118524	A Multinational Arab Genome-Wide Association Study Identifies New Genetic Associations for Rheumatoid Arthritis.	rheumatoid arthritis	Rheumatoid arthritis	13976	DRB1_1301	HC430	-0.261652	0.000173049	0.049557	-0.255927	0.000772914	0.051343	-0.673874	1	0.380164	55548	55550	2	rheumatoid arthritis	HLA-DRB1
6	32484011	www.ncbi.nlm.nih.gov/pubmed/28118524	A Multinational Arab Genome-Wide Association Study Identifies New Genetic Associations for Rheumatoid Arthritis.	rheumatoid arthritis	Rheumatoid arthritis	14516	DRB1_1302	HC430	-0.270072	0.002248601	0.056801	-0.253943	0.011447378	0.05797	-1.347099	1	0.70821	55611	55611	0	rheumatoid arthritis	HLA-DRB1
6	32484011	www.ncbi.nlm.nih.gov/pubmed/28118524	A Multinational Arab Genome-Wide Association Study Identifies New Genetic Associations for Rheumatoid Arthritis.	rheumatoid arthritis	Rheumatoid arthritis	21806	DRB1_701	HC430	-0.300397	1.80E-19	0.030252	-0.285581	6.92E-13	0.033708	-0.708965	0.000110655	0.127597	55463	55464	1	rheumatoid arthritis	HLA-DRB1
6	32484011	www.ncbi.nlm.nih.gov/pubmed/28118524	A Multinational Arab Genome-Wide Association Study Identifies New Genetic Associations for Rheumatoid Arthritis.	rheumatoid arthritis	Rheumatoid arthritis	28556	DRB1_1101	HC430	-0.450133	4.63E-06	0.075753	-0.434597	1.99E-05	0.07635	-10.499726	1	63.23382	54266	54265	-1	rheumatoid arthritis	HLA-DRB1
6	32484011	www.ncbi.nlm.nih.gov/pubmed/28118524	A Multinational Arab Genome-Wide Association Study Identifies New Genetic Associations for Rheumatoid Arthritis.	rheumatoid arthritis	Rheumatoid arthritis	38006	DRB1_101	HC430	0.180944	1.10E-05	0.031126	0.215922	6.39E-07	0.034362	0.072499	1	0.145198	55008	55004	-4	rheumatoid arthritis	HLA-DRB1
6	32484011	www.ncbi.nlm.nih.gov/pubmed/28118524	A Multinational Arab Genome-Wide Association Study Identifies New Genetic Associations for Rheumatoid Arthritis.	rheumatoid arthritis	Rheumatoid arthritis	40166	DRB1_1501	HC430	-0.248074	2.77E-13	0.02982	-0.2499021	2.55E-10	0.0335198	-0.4841439	0.05577253	0.1165217	55414	55416	2	rheumatoid arthritis	HLA-DRB1
6	32614873	www.ncbi.nlm.nih.gov/pubmed/25014791	"Immunochip identifies novel, and replicates known, genetic risk loci for rheumatoid arthritis in black South Africans."	arthritis (nos)	Rheumatoid arthritis	9152	DRB1_401	HC78	0.149388	1.43E-12	0.0184	0.141412	2.57E-08	0.020831	0.347544	0.001594368	0.069383	117030	117031	1	arthritis (nos)	HLA-DRB1
6	32614873	www.ncbi.nlm.nih.gov/pubmed/25014791	"Immunochip identifies novel, and replicates known, genetic risk loci for rheumatoid arthritis in black South Africans."	arthritis (nos)	Rheumatoid arthritis	14012	DRB1_1301	HC78	-0.117824	0.02703394	0.028464	-0.120208	0.043366297	0.029764	-0.187094	1	0.184105	120684	120686	2	arthritis (nos)	HLA-DRB1
6	32614873	www.ncbi.nlm.nih.gov/pubmed/25014791	"Immunochip identifies novel, and replicates known, genetic risk loci for rheumatoid arthritis in black South Africans."	arthritis (nos)	Rheumatoid arthritis	40202	DRB1_1501	HC78	-0.081155	0.002723398	0.01725	-0.094403	0.002119441	0.019811	-0.092771	1	0.060695	120492	120492	0	arthritis (nos)	HLA-DRB1
6	32606394	www.ncbi.nlm.nih.gov/pubmed/17554300	"Genome-wide association study of 14,000 cases of seven common diseases and 3,000 shared controls."	arthritis (nos)	Rheumatoid arthritis	9152	DRB1_401	HC78	0.149388	1.43E-12	0.0184	0.141412	2.57E-08	0.020831	0.347544	0.001594368	0.069383	117030	117031	1	arthritis (nos)	HLA-DRB1
6	32606394	www.ncbi.nlm.nih.gov/pubmed/17554300	"Genome-wide association study of 14,000 cases of seven common diseases and 3,000 shared controls."	arthritis (nos)	Rheumatoid arthritis	14012	DRB1_1301	HC78	-0.117824	0.02703394	0.028464	-0.120208	0.043366297	0.029764	-0.187094	1	0.184105	120684	120686	2	arthritis (nos)	HLA-DRB1
6	32606394	www.ncbi.nlm.nih.gov/pubmed/17554300	"Genome-wide association study of 14,000 cases of seven common diseases and 3,000 shared controls."	arthritis (nos)	Rheumatoid arthritis	40202	DRB1_1501	HC78	-0.081155	0.002723398	0.01725	-0.094403	0.002119441	0.019811	-0.092771	1	0.060695	120492	120492	0	arthritis (nos)	HLA-DRB1
6	32609603	www.ncbi.nlm.nih.gov/pubmed/17804836	TRAF1-C5 as a risk locus for rheumatoid arthritis--a genomewide study.	arthritis (nos)	Rheumatoid arthritis	9152	DRB1_401	HC78	0.149388	1.43E-12	0.0184	0.141412	2.57E-08	0.020831	0.347544	0.001594368	0.069383	117030	117031	1	arthritis (nos)	HLA-DRB1
6	32609603	www.ncbi.nlm.nih.gov/pubmed/17804836	TRAF1-C5 as a risk locus for rheumatoid arthritis--a genomewide study.	arthritis (nos)	Rheumatoid arthritis	14012	DRB1_1301	HC78	-0.117824	0.02703394	0.028464	-0.120208	0.043366297	0.029764	-0.187094	1	0.184105	120684	120686	2	arthritis (nos)	HLA-DRB1
6	32609603	www.ncbi.nlm.nih.gov/pubmed/17804836	TRAF1-C5 as a risk locus for rheumatoid arthritis--a genomewide study.	arthritis (nos)	Rheumatoid arthritis	40202	DRB1_1501	HC78	-0.081155	0.002723398	0.01725	-0.094403	0.002119441	0.019811	-0.092771	1	0.060695	120492	120492	0	arthritis (nos)	HLA-DRB1
6	32696222	www.ncbi.nlm.nih.gov/pubmed/18794853	Common variants at CD40 and other loci confer risk of rheumatoid arthritis.	arthritis (nos)	Rheumatoid arthritis	9152	DRB1_401	HC78	0.149388	1.43E-12	0.0184	0.141412	2.57E-08	0.020831	0.347544	0.001594368	0.069383	117030	117031	1	arthritis (nos)	HLA-DRB1
6	32696222	www.ncbi.nlm.nih.gov/pubmed/18794853	Common variants at CD40 and other loci confer risk of rheumatoid arthritis.	arthritis (nos)	Rheumatoid arthritis	14012	DRB1_1301	HC78	-0.117824	0.02703394	0.028464	-0.120208	0.043366297	0.029764	-0.187094	1	0.184105	120684	120686	2	arthritis (nos)	HLA-DRB1
6	32696222	www.ncbi.nlm.nih.gov/pubmed/18794853	Common variants at CD40 and other loci confer risk of rheumatoid arthritis.	arthritis (nos)	Rheumatoid arthritis	40202	DRB1_1501	HC78	-0.081155	0.002723398	0.01725	-0.094403	0.002119441	0.019811	-0.092771	1	0.060695	120492	120492	0	arthritis (nos)	HLA-DRB1
6	32713151	www.ncbi.nlm.nih.gov/pubmed/21452313	Genome-wide association study of rheumatoid arthritis in Koreans: population-specific loci as well as overlap with European susceptibility loci.	arthritis (nos)	Rheumatoid arthritis	9152	DRB1_401	HC78	0.149388	1.43E-12	0.0184	0.141412	2.57E-08	0.020831	0.347544	0.001594368	0.069383	117030	117031	1	arthritis (nos)	HLA-DRB1
6	32713151	www.ncbi.nlm.nih.gov/pubmed/21452313	Genome-wide association study of rheumatoid arthritis in Koreans: population-specific loci as well as overlap with European susceptibility loci.	arthritis (nos)	Rheumatoid arthritis	14012	DRB1_1301	HC78	-0.117824	0.02703394	0.028464	-0.120208	0.043366297	0.029764	-0.187094	1	0.184105	120684	120686	2	arthritis (nos)	HLA-DRB1
6	32713151	www.ncbi.nlm.nih.gov/pubmed/21452313	Genome-wide association study of rheumatoid arthritis in Koreans: population-specific loci as well as overlap with European susceptibility loci.	arthritis (nos)	Rheumatoid arthritis	40202	DRB1_1501	HC78	-0.081155	0.002723398	0.01725	-0.094403	0.002119441	0.019811	-0.092771	1	0.060695	120492	120492	0	arthritis (nos)	HLA-DRB1
6	32460995	www.ncbi.nlm.nih.gov/pubmed/24390342	Genetics of rheumatoid arthritis contributes to biology and drug discovery.	arthritis (nos)	Rheumatoid arthritis	9152	DRB1_401	HC78	0.149388	1.43E-12	0.0184	0.141412	2.57E-08	0.020831	0.347544	0.001594368	0.069383	117030	117031	1	arthritis (nos)	HLA-DRB1
6	32460995	www.ncbi.nlm.nih.gov/pubmed/24390342	Genetics of rheumatoid arthritis contributes to biology and drug discovery.	arthritis (nos)	Rheumatoid arthritis	14012	DRB1_1301	HC78	-0.117824	0.02703394	0.028464	-0.120208	0.043366297	0.029764	-0.187094	1	0.184105	120684	120686	2	arthritis (nos)	HLA-DRB1
6	32460995	www.ncbi.nlm.nih.gov/pubmed/24390342	Genetics of rheumatoid arthritis contributes to biology and drug discovery.	arthritis (nos)	Rheumatoid arthritis	40202	DRB1_1501	HC78	-0.081155	0.002723398	0.01725	-0.094403	0.002119441	0.019811	-0.092771	1	0.060695	120492	120492	0	arthritis (nos)	HLA-DRB1
6	32703326	www.ncbi.nlm.nih.gov/pubmed/20453841	A regulatory variant in CCR6 is associated with rheumatoid arthritis susceptibility.	arthritis (nos)	Rheumatoid arthritis	9152	DRB1_401	HC78	0.149388	1.43E-12	0.0184	0.141412	2.57E-08	0.020831	0.347544	0.001594368	0.069383	117030	117031	1	arthritis (nos)	HLA-DRB1
6	32703326	www.ncbi.nlm.nih.gov/pubmed/20453841	A regulatory variant in CCR6 is associated with rheumatoid arthritis susceptibility.	arthritis (nos)	Rheumatoid arthritis	14012	DRB1_1301	HC78	-0.117824	0.02703394	0.028464	-0.120208	0.043366297	0.029764	-0.187094	1	0.184105	120684	120686	2	arthritis (nos)	HLA-DRB1
6	32703326	www.ncbi.nlm.nih.gov/pubmed/20453841	A regulatory variant in CCR6 is associated with rheumatoid arthritis susceptibility.	arthritis (nos)	Rheumatoid arthritis	40202	DRB1_1501	HC78	-0.081155	0.002723398	0.01725	-0.094403	0.002119441	0.019811	-0.092771	1	0.060695	120492	120492	0	arthritis (nos)	HLA-DRB1
6	32315077	www.ncbi.nlm.nih.gov/pubmed/20453842	Genome-wide association study meta-analysis identifies seven new rheumatoid arthritis risk loci.	arthritis (nos)	Rheumatoid arthritis	9152	DRB1_401	HC78	0.149388	1.43E-12	0.0184	0.141412	2.57E-08	0.020831	0.347544	0.001594368	0.069383	117030	117031	1	arthritis (nos)	HLA-DRB1
6	32315077	www.ncbi.nlm.nih.gov/pubmed/20453842	Genome-wide association study meta-analysis identifies seven new rheumatoid arthritis risk loci.	arthritis (nos)	Rheumatoid arthritis	14012	DRB1_1301	HC78	-0.117824	0.02703394	0.028464	-0.120208	0.043366297	0.029764	-0.187094	1	0.184105	120684	120686	2	arthritis (nos)	HLA-DRB1
6	32315077	www.ncbi.nlm.nih.gov/pubmed/20453842	Genome-wide association study meta-analysis identifies seven new rheumatoid arthritis risk loci.	arthritis (nos)	Rheumatoid arthritis	40202	DRB1_1501	HC78	-0.081155	0.002723398	0.01725	-0.094403	0.002119441	0.019811	-0.092771	1	0.060695	120492	120492	0	arthritis (nos)	HLA-DRB1
6	32484011	www.ncbi.nlm.nih.gov/pubmed/28118524	A Multinational Arab Genome-Wide Association Study Identifies New Genetic Associations for Rheumatoid Arthritis.	arthritis (nos)	Rheumatoid arthritis	9152	DRB1_401	HC78	0.149388	1.43E-12	0.0184	0.141412	2.57E-08	0.020831	0.347544	0.001594368	0.069383	117030	117031	1	arthritis (nos)	HLA-DRB1
6	32484011	www.ncbi.nlm.nih.gov/pubmed/28118524	A Multinational Arab Genome-Wide Association Study Identifies New Genetic Associations for Rheumatoid Arthritis.	arthritis (nos)	Rheumatoid arthritis	14012	DRB1_1301	HC78	-0.117824	0.02703394	0.028464	-0.120208	0.043366297	0.029764	-0.187094	1	0.184105	120684	120686	2	arthritis (nos)	HLA-DRB1
6	32484011	www.ncbi.nlm.nih.gov/pubmed/28118524	A Multinational Arab Genome-Wide Association Study Identifies New Genetic Associations for Rheumatoid Arthritis.	arthritis (nos)	Rheumatoid arthritis	40202	DRB1_1501	HC78	-0.081155	0.002723398	0.01725	-0.094403	0.002119441	0.019811	-0.092771	1	0.060695	120492	120492	0	arthritis (nos)	HLA-DRB1
6	32614873	www.ncbi.nlm.nih.gov/pubmed/25014791	"Immunochip identifies novel, and replicates known, genetic risk loci for rheumatoid arthritis in black South Africans."	polymyalgia rheumatica	Rheumatoid arthritis	9031	DRB1_401	HC96	0.295874	0.000162536	0.055798	0.312498	0.001207322	0.063905	0.501159	1	0.207821	16519	16520	1	polymyalgia rheumatica	HLA-DRB1
6	32614873	www.ncbi.nlm.nih.gov/pubmed/25014791	"Immunochip identifies novel, and replicates known, genetic risk loci for rheumatoid arthritis in black South Africans."	polymyalgia rheumatica	Rheumatoid arthritis	9841	DRB1_404	HC96	1.051726	1.36E-56	0.064008	1.124152	6.92E-13	0.068488	1.094298	1	0.453145	16604	16598	-6	polymyalgia rheumatica	HLA-DRB1
6	32614873	www.ncbi.nlm.nih.gov/pubmed/25014791	"Immunochip identifies novel, and replicates known, genetic risk loci for rheumatoid arthritis in black South Africans."	polymyalgia rheumatica	Rheumatoid arthritis	21721	DRB1_701	HC96	-0.407512	1.24E-07	0.062362	-0.40201	9.21E-06	0.068936	-0.85913	1	0.269433	17110	17112	2	polymyalgia rheumatica	HLA-DRB1
6	32606394	www.ncbi.nlm.nih.gov/pubmed/17554300	"Genome-wide association study of 14,000 cases of seven common diseases and 3,000 shared controls."	polymyalgia rheumatica	Rheumatoid arthritis	9031	DRB1_401	HC96	0.295874	0.000162536	0.055798	0.312498	0.001207322	0.063905	0.501159	1	0.207821	16519	16520	1	polymyalgia rheumatica	HLA-DRB1
6	32606394	www.ncbi.nlm.nih.gov/pubmed/17554300	"Genome-wide association study of 14,000 cases of seven common diseases and 3,000 shared controls."	polymyalgia rheumatica	Rheumatoid arthritis	9841	DRB1_404	HC96	1.051726	1.36E-56	0.064008	1.124152	6.92E-13	0.068488	1.094298	1	0.453145	16604	16598	-6	polymyalgia rheumatica	HLA-DRB1
6	32606394	www.ncbi.nlm.nih.gov/pubmed/17554300	"Genome-wide association study of 14,000 cases of seven common diseases and 3,000 shared controls."	polymyalgia rheumatica	Rheumatoid arthritis	21721	DRB1_701	HC96	-0.407512	1.24E-07	0.062362	-0.40201	9.21E-06	0.068936	-0.85913	1	0.269433	17110	17112	2	polymyalgia rheumatica	HLA-DRB1
6	32609603	www.ncbi.nlm.nih.gov/pubmed/17804836	TRAF1-C5 as a risk locus for rheumatoid arthritis--a genomewide study.	polymyalgia rheumatica	Rheumatoid arthritis	9031	DRB1_401	HC96	0.295874	0.000162536	0.055798	0.312498	0.001207322	0.063905	0.501159	1	0.207821	16519	16520	1	polymyalgia rheumatica	HLA-DRB1
6	32609603	www.ncbi.nlm.nih.gov/pubmed/17804836	TRAF1-C5 as a risk locus for rheumatoid arthritis--a genomewide study.	polymyalgia rheumatica	Rheumatoid arthritis	9841	DRB1_404	HC96	1.051726	1.36E-56	0.064008	1.124152	6.92E-13	0.068488	1.094298	1	0.453145	16604	16598	-6	polymyalgia rheumatica	HLA-DRB1
6	32609603	www.ncbi.nlm.nih.gov/pubmed/17804836	TRAF1-C5 as a risk locus for rheumatoid arthritis--a genomewide study.	polymyalgia rheumatica	Rheumatoid arthritis	21721	DRB1_701	HC96	-0.407512	1.24E-07	0.062362	-0.40201	9.21E-06	0.068936	-0.85913	1	0.269433	17110	17112	2	polymyalgia rheumatica	HLA-DRB1
6	32696222	www.ncbi.nlm.nih.gov/pubmed/18794853	Common variants at CD40 and other loci confer risk of rheumatoid arthritis.	polymyalgia rheumatica	Rheumatoid arthritis	9031	DRB1_401	HC96	0.295874	0.000162536	0.055798	0.312498	0.001207322	0.063905	0.501159	1	0.207821	16519	16520	1	polymyalgia rheumatica	HLA-DRB1
6	32696222	www.ncbi.nlm.nih.gov/pubmed/18794853	Common variants at CD40 and other loci confer risk of rheumatoid arthritis.	polymyalgia rheumatica	Rheumatoid arthritis	9841	DRB1_404	HC96	1.051726	1.36E-56	0.064008	1.124152	6.92E-13	0.068488	1.094298	1	0.453145	16604	16598	-6	polymyalgia rheumatica	HLA-DRB1
6	32696222	www.ncbi.nlm.nih.gov/pubmed/18794853	Common variants at CD40 and other loci confer risk of rheumatoid arthritis.	polymyalgia rheumatica	Rheumatoid arthritis	21721	DRB1_701	HC96	-0.407512	1.24E-07	0.062362	-0.40201	9.21E-06	0.068936	-0.85913	1	0.269433	17110	17112	2	polymyalgia rheumatica	HLA-DRB1
6	32713151	www.ncbi.nlm.nih.gov/pubmed/21452313	Genome-wide association study of rheumatoid arthritis in Koreans: population-specific loci as well as overlap with European susceptibility loci.	polymyalgia rheumatica	Rheumatoid arthritis	9031	DRB1_401	HC96	0.295874	0.000162536	0.055798	0.312498	0.001207322	0.063905	0.501159	1	0.207821	16519	16520	1	polymyalgia rheumatica	HLA-DRB1
6	32713151	www.ncbi.nlm.nih.gov/pubmed/21452313	Genome-wide association study of rheumatoid arthritis in Koreans: population-specific loci as well as overlap with European susceptibility loci.	polymyalgia rheumatica	Rheumatoid arthritis	9841	DRB1_404	HC96	1.051726	1.36E-56	0.064008	1.124152	6.92E-13	0.068488	1.094298	1	0.453145	16604	16598	-6	polymyalgia rheumatica	HLA-DRB1
6	32713151	www.ncbi.nlm.nih.gov/pubmed/21452313	Genome-wide association study of rheumatoid arthritis in Koreans: population-specific loci as well as overlap with European susceptibility loci.	polymyalgia rheumatica	Rheumatoid arthritis	21721	DRB1_701	HC96	-0.407512	1.24E-07	0.062362	-0.40201	9.21E-06	0.068936	-0.85913	1	0.269433	17110	17112	2	polymyalgia rheumatica	HLA-DRB1
6	32460995	www.ncbi.nlm.nih.gov/pubmed/24390342	Genetics of rheumatoid arthritis contributes to biology and drug discovery.	polymyalgia rheumatica	Rheumatoid arthritis	9031	DRB1_401	HC96	0.295874	0.000162536	0.055798	0.312498	0.001207322	0.063905	0.501159	1	0.207821	16519	16520	1	polymyalgia rheumatica	HLA-DRB1
6	32460995	www.ncbi.nlm.nih.gov/pubmed/24390342	Genetics of rheumatoid arthritis contributes to biology and drug discovery.	polymyalgia rheumatica	Rheumatoid arthritis	9841	DRB1_404	HC96	1.051726	1.36E-56	0.064008	1.124152	6.92E-13	0.068488	1.094298	1	0.453145	16604	16598	-6	polymyalgia rheumatica	HLA-DRB1
6	32460995	www.ncbi.nlm.nih.gov/pubmed/24390342	Genetics of rheumatoid arthritis contributes to biology and drug discovery.	polymyalgia rheumatica	Rheumatoid arthritis	21721	DRB1_701	HC96	-0.407512	1.24E-07	0.062362	-0.40201	9.21E-06	0.068936	-0.85913	1	0.269433	17110	17112	2	polymyalgia rheumatica	HLA-DRB1
6	32703326	www.ncbi.nlm.nih.gov/pubmed/20453841	A regulatory variant in CCR6 is associated with rheumatoid arthritis susceptibility.	polymyalgia rheumatica	Rheumatoid arthritis	9031	DRB1_401	HC96	0.295874	0.000162536	0.055798	0.312498	0.001207322	0.063905	0.501159	1	0.207821	16519	16520	1	polymyalgia rheumatica	HLA-DRB1
6	32703326	www.ncbi.nlm.nih.gov/pubmed/20453841	A regulatory variant in CCR6 is associated with rheumatoid arthritis susceptibility.	polymyalgia rheumatica	Rheumatoid arthritis	9841	DRB1_404	HC96	1.051726	1.36E-56	0.064008	1.124152	6.92E-13	0.068488	1.094298	1	0.453145	16604	16598	-6	polymyalgia rheumatica	HLA-DRB1
6	32703326	www.ncbi.nlm.nih.gov/pubmed/20453841	A regulatory variant in CCR6 is associated with rheumatoid arthritis susceptibility.	polymyalgia rheumatica	Rheumatoid arthritis	21721	DRB1_701	HC96	-0.407512	1.24E-07	0.062362	-0.40201	9.21E-06	0.068936	-0.85913	1	0.269433	17110	17112	2	polymyalgia rheumatica	HLA-DRB1
6	32315077	www.ncbi.nlm.nih.gov/pubmed/20453842	Genome-wide association study meta-analysis identifies seven new rheumatoid arthritis risk loci.	polymyalgia rheumatica	Rheumatoid arthritis	9031	DRB1_401	HC96	0.295874	0.000162536	0.055798	0.312498	0.001207322	0.063905	0.501159	1	0.207821	16519	16520	1	polymyalgia rheumatica	HLA-DRB1
6	32315077	www.ncbi.nlm.nih.gov/pubmed/20453842	Genome-wide association study meta-analysis identifies seven new rheumatoid arthritis risk loci.	polymyalgia rheumatica	Rheumatoid arthritis	9841	DRB1_404	HC96	1.051726	1.36E-56	0.064008	1.124152	6.92E-13	0.068488	1.094298	1	0.453145	16604	16598	-6	polymyalgia rheumatica	HLA-DRB1
6	32315077	www.ncbi.nlm.nih.gov/pubmed/20453842	Genome-wide association study meta-analysis identifies seven new rheumatoid arthritis risk loci.	polymyalgia rheumatica	Rheumatoid arthritis	21721	DRB1_701	HC96	-0.407512	1.24E-07	0.062362	-0.40201	9.21E-06	0.068936	-0.85913	1	0.269433	17110	17112	2	polymyalgia rheumatica	HLA-DRB1
6	32484011	www.ncbi.nlm.nih.gov/pubmed/28118524	A Multinational Arab Genome-Wide Association Study Identifies New Genetic Associations for Rheumatoid Arthritis.	polymyalgia rheumatica	Rheumatoid arthritis	9031	DRB1_401	HC96	0.295874	0.000162536	0.055798	0.312498	0.001207322	0.063905	0.501159	1	0.207821	16519	16520	1	polymyalgia rheumatica	HLA-DRB1
6	32484011	www.ncbi.nlm.nih.gov/pubmed/28118524	A Multinational Arab Genome-Wide Association Study Identifies New Genetic Associations for Rheumatoid Arthritis.	polymyalgia rheumatica	Rheumatoid arthritis	9841	DRB1_404	HC96	1.051726	1.36E-56	0.064008	1.124152	6.92E-13	0.068488	1.094298	1	0.453145	16604	16598	-6	polymyalgia rheumatica	HLA-DRB1
6	32484011	www.ncbi.nlm.nih.gov/pubmed/28118524	A Multinational Arab Genome-Wide Association Study Identifies New Genetic Associations for Rheumatoid Arthritis.	polymyalgia rheumatica	Rheumatoid arthritis	21721	DRB1_701	HC96	-0.407512	1.24E-07	0.062362	-0.40201	9.21E-06	0.068936	-0.85913	1	0.269433	17110	17112	2	polymyalgia rheumatica	HLA-DRB1
6	32614873	www.ncbi.nlm.nih.gov/pubmed/25014791	"Immunochip identifies novel, and replicates known, genetic risk loci for rheumatoid arthritis in black South Africans."	connective tissue disorder	Rheumatoid arthritis	6483	DRB1_301	HC136	0.18354	0.001167661	0.037534	0.201594	0.00603373	0.044488	0.295796	1	0.122756	28695	28696	1	connective tissue disorder	HLA-DRB1
6	32614873	www.ncbi.nlm.nih.gov/pubmed/25014791	"Immunochip identifies novel, and replicates known, genetic risk loci for rheumatoid arthritis in black South Africans."	connective tissue disorder	Rheumatoid arthritis	9723	DRB1_404	HC136	0.465665	4.65E-11	0.060728	0.483034	1.09E-10	0.063759	0.607125	1	0.412564	28273	28275	2	connective tissue disorder	HLA-DRB1
6	32614873	www.ncbi.nlm.nih.gov/pubmed/25014791	"Immunochip identifies novel, and replicates known, genetic risk loci for rheumatoid arthritis in black South Africans."	connective tissue disorder	Rheumatoid arthritis	21603	DRB1_701	HC136	-0.288884	2.13E-07	0.044749	-0.279353	3.50E-05	0.049981	-0.645337	0.496342517	0.184513	28649	28651	2	connective tissue disorder	HLA-DRB1
6	32606394	www.ncbi.nlm.nih.gov/pubmed/17554300	"Genome-wide association study of 14,000 cases of seven common diseases and 3,000 shared controls."	connective tissue disorder	Rheumatoid arthritis	6483	DRB1_301	HC136	0.18354	0.001167661	0.037534	0.201594	0.00603373	0.044488	0.295796	1	0.122756	28695	28696	1	connective tissue disorder	HLA-DRB1
6	32606394	www.ncbi.nlm.nih.gov/pubmed/17554300	"Genome-wide association study of 14,000 cases of seven common diseases and 3,000 shared controls."	connective tissue disorder	Rheumatoid arthritis	9723	DRB1_404	HC136	0.465665	4.65E-11	0.060728	0.483034	1.09E-10	0.063759	0.607125	1	0.412564	28273	28275	2	connective tissue disorder	HLA-DRB1
6	32606394	www.ncbi.nlm.nih.gov/pubmed/17554300	"Genome-wide association study of 14,000 cases of seven common diseases and 3,000 shared controls."	connective tissue disorder	Rheumatoid arthritis	21603	DRB1_701	HC136	-0.288884	2.13E-07	0.044749	-0.279353	3.50E-05	0.049981	-0.645337	0.496342517	0.184513	28649	28651	2	connective tissue disorder	HLA-DRB1
6	32609603	www.ncbi.nlm.nih.gov/pubmed/17804836	TRAF1-C5 as a risk locus for rheumatoid arthritis--a genomewide study.	connective tissue disorder	Rheumatoid arthritis	6483	DRB1_301	HC136	0.18354	0.001167661	0.037534	0.201594	0.00603373	0.044488	0.295796	1	0.122756	28695	28696	1	connective tissue disorder	HLA-DRB1
6	32609603	www.ncbi.nlm.nih.gov/pubmed/17804836	TRAF1-C5 as a risk locus for rheumatoid arthritis--a genomewide study.	connective tissue disorder	Rheumatoid arthritis	9723	DRB1_404	HC136	0.465665	4.65E-11	0.060728	0.483034	1.09E-10	0.063759	0.607125	1	0.412564	28273	28275	2	connective tissue disorder	HLA-DRB1
6	32609603	www.ncbi.nlm.nih.gov/pubmed/17804836	TRAF1-C5 as a risk locus for rheumatoid arthritis--a genomewide study.	connective tissue disorder	Rheumatoid arthritis	21603	DRB1_701	HC136	-0.288884	2.13E-07	0.044749	-0.279353	3.50E-05	0.049981	-0.645337	0.496342517	0.184513	28649	28651	2	connective tissue disorder	HLA-DRB1
6	32696222	www.ncbi.nlm.nih.gov/pubmed/18794853	Common variants at CD40 and other loci confer risk of rheumatoid arthritis.	connective tissue disorder	Rheumatoid arthritis	6483	DRB1_301	HC136	0.18354	0.001167661	0.037534	0.201594	0.00603373	0.044488	0.295796	1	0.122756	28695	28696	1	connective tissue disorder	HLA-DRB1
6	32696222	www.ncbi.nlm.nih.gov/pubmed/18794853	Common variants at CD40 and other loci confer risk of rheumatoid arthritis.	connective tissue disorder	Rheumatoid arthritis	9723	DRB1_404	HC136	0.465665	4.65E-11	0.060728	0.483034	1.09E-10	0.063759	0.607125	1	0.412564	28273	28275	2	connective tissue disorder	HLA-DRB1
